periode_pengujian,nama_lokasi,parameter,satuan,nilai,indeks_pencemaran
Periode 1, Serdang ,Mangan (Mn),(mg/L),0.05,1.83
Periode 1, Serdang ,Nitrat,(mg/L),0.41,1.83
Periode 1, Serdang ,Nitrit,(mg/L),0.003,1.83
Periode 1, Serdang ,Ph,(mg/L),8.1,1.83
Periode 1, Serdang ,Seng (Zn),(mg/L),0.01,1.83
Periode 1, Serdang ,Sulfat,(mg/L),79.21,1.83
Periode 1, Serdang ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.83
Periode 1, Serdang ,Organik (KMnO4),(mg/L),0.06,1.83
Periode 1, Serdang ,Suhu,(Celcius),23.9,1.83
Periode 1, Serdang ,Bakteri Koli,(Jlm/100mL),0,1.83
Periode 1, Sumur Batu ,Zat Padat Terlarut,(mg/L),546,1.20
Periode 1, Sumur Batu ,Kekeruhan,NTU,0.1,1.20
Periode 1, Sumur Batu ,Besi (Fe),(mg/L),0.08,1.20
Periode 1, Sumur Batu ,Fluorida,(mg/L),0.77,1.20
Periode 1, Sumur Batu ,Total Hardness,(mg/L),20.83,1.20
Periode 1, Sumur Batu ,Chlorida,(mg/L),66.94,1.20
Periode 1, Sumur Batu ,Mangan (Mn),(mg/L),0.05,1.20
Periode 1, Sumur Batu ,Nitrat,(mg/L),0.7,1.20
Periode 1, Sumur Batu ,Nitrit,(mg/L),0.003,1.20
Periode 1, Sumur Batu ,Ph,(mg/L),8.3,1.20
Periode 1, Sumur Batu ,Seng (Zn),(mg/L),0.01,1.20
Periode 1, Sumur Batu ,Sulfat,(mg/L),112.6,1.20
Periode 1, Sumur Batu ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.20
Periode 1, Sumur Batu ,Organik (KMnO4),(mg/L),0.06,1.20
Periode 1, Sumur Batu ,Suhu,(Celcius),24,1.20
Periode 1, Sumur Batu ,Bakteri Koli,(Jlm/100mL),900,1.20
Periode 1, utan panjang ,Zat Padat Terlarut,(mg/L),669,2.38
Periode 1, utan panjang ,Kekeruhan,NTU,0.1,2.38
Periode 1, utan panjang ,Besi (Fe),(mg/L),0.08,2.38
Periode 1, utan panjang ,Fluorida,(mg/L),0.34,2.38
Periode 1, utan panjang ,Total Hardness,(mg/L),483.33,2.38
Periode 1, utan panjang ,Chlorida,(mg/L),178.52,2.38
Periode 1, utan panjang ,Mangan (Mn),(mg/L),0.05,2.38
Periode 1, utan panjang ,Nitrat,(mg/L),1,2.38
Periode 1, utan panjang ,Nitrit,(mg/L),0.006,2.38
Periode 1, utan panjang ,Ph,(mg/L),7.6,2.38
Periode 1, utan panjang ,Seng (Zn),(mg/L),0.01,2.38
Periode 1, utan panjang ,Sulfat,(mg/L),84.87,2.38
Periode 1, utan panjang ,Senyawa Aktif Biru Metilen,(mg/L),0.05,2.38
Periode 1, utan panjang ,Organik (KMnO4),(mg/L),0.79,2.38
Periode 1, utan panjang ,Suhu,(Celcius),24,2.38
Periode 1, utan panjang ,Bakteri Koli,(Jlm/100mL),0,2.38
Periode 1, Harapan Mulia ,Zat Padat Terlarut,(mg/L),139,1.77
Periode 1, Harapan Mulia ,Kekeruhan,NTU,0.1,1.77
Periode 1, Harapan Mulia ,Besi (Fe),(mg/L),0.08,1.77
Periode 1, Harapan Mulia ,Fluorida,(mg/L),0.12,1.77
Periode 1, Harapan Mulia ,Total Hardness,(mg/L),266.67,1.77
Periode 1, Harapan Mulia ,Chlorida,(mg/L),15.37,1.77
Periode 1, Harapan Mulia ,Mangan (Mn),(mg/L),0.05,1.77
Periode 1, Harapan Mulia ,Nitrat,(mg/L),0.59,1.77
Periode 1, Harapan Mulia ,Nitrit,(mg/L),0.003,1.77
Periode 1, Harapan Mulia ,Ph,(mg/L),7.5,1.77
Periode 1, Harapan Mulia ,Seng (Zn),(mg/L),0.12,1.77
Periode 1, Harapan Mulia ,Sulfat,(mg/L),43.71,1.77
Periode 1, Harapan Mulia ,Senyawa Aktif Biru Metilen,(mg/L),0.04,1.77
Periode 1, Harapan Mulia ,Organik (KMnO4),(mg/L),4.03,1.77
Periode 1, Harapan Mulia ,Suhu,(Celcius),24,1.77
Periode 1, Harapan Mulia ,Bakteri Koli,(Jlm/100mL),0,1.77
Periode 1, Kramat ,Zat Padat Terlarut,(mg/L),247,1.38
Periode 1, Kramat ,Kekeruhan,NTU,0.7,1.38
Periode 1, Kramat ,Besi (Fe),(mg/L),0.08,1.38
Periode 1, Kramat ,Fluorida,(mg/L),0.19,1.38
Periode 1, Kramat ,Total Hardness,(mg/L),218.18,1.38
Periode 1, Kramat ,Chlorida,(mg/L),24.79,1.38
Periode 1, Kramat ,Mangan (Mn),(mg/L),0.05,1.38
Periode 1, Kramat ,Nitrat,(mg/L),1.98,1.38
Periode 1, Kramat ,Nitrit,(mg/L),0.016,1.38
Periode 1, Kramat ,Ph,(mg/L),7.9,1.38
Periode 1, Kramat ,Seng (Zn),(mg/L),0.01,1.38
Periode 1, Kramat ,Sulfat,(mg/L),27.48,1.38
Periode 1, Kramat ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.38
Periode 1, Kramat ,Organik (KMnO4),(mg/L),0.81,1.38
Periode 1, Kramat ,Suhu,(Celcius),22.4,1.38
Periode 1, Kramat ,Bakteri Koli,(Jlm/100mL),400,1.38
Periode 1, Bunguri ,Zat Padat Terlarut,(mg/L),440,1.39
Periode 1, Bunguri ,Kekeruhan,NTU,1.2,1.39
Periode 1, Bunguri ,Besi (Fe),(mg/L),0.08,1.39
Periode 1, Bunguri ,Fluorida,(mg/L),0.33,1.39
Periode 1, Bunguri ,Total Hardness,(mg/L),100,1.39
Periode 1, Bunguri ,Chlorida,(mg/L),75.89,1.39
Periode 1, Bunguri ,Mangan (Mn),(mg/L),0.05,1.39
Periode 1, Bunguri ,Nitrat,(mg/L),3.37,1.39
Periode 1, Bunguri ,Nitrit,(mg/L),0.006,1.39
Periode 1, Bunguri ,Ph,(mg/L),8,1.39
Periode 1, Bunguri ,Seng (Zn),(mg/L),0.01,1.39
Periode 1, Bunguri ,Sulfat,(mg/L),42.6,1.39
Periode 1, Bunguri ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.39
Periode 1, Bunguri ,Organik (KMnO4),(mg/L),1.02,1.39
Periode 1, Bunguri ,Suhu,(Celcius),22.5,1.39
Periode 1, Bunguri ,Bakteri Koli,(Jlm/100mL),"1,1 x 104",1.39
Periode 1, Kenari ,Zat Padat Terlarut,(mg/L),207,1.32
Periode 1, Kenari ,Kekeruhan,NTU,1.4,1.32
Periode 1, Kenari ,Besi (Fe),(mg/L),0.08,1.32
Periode 1, Kenari ,Fluorida,(mg/L),0.38,1.32
Periode 1, Kenari ,Total Hardness,(mg/L),177.27,1.32
Periode 1, Kenari ,Chlorida,(mg/L),35.41,1.32
Periode 1, Kenari ,Mangan (Mn),(mg/L),0.05,1.32
Periode 1, Kenari ,Nitrat,(mg/L),2.67,1.32
Periode 1, Kenari ,Nitrit,(mg/L),0.016,1.32
Periode 1, Kenari ,Ph,(mg/L),7.7,1.32
Periode 1, Kenari ,Seng (Zn),(mg/L),0.02,1.32
Periode 1, Kenari ,Sulfat,(mg/L),41.71,1.32
Periode 1, Kenari ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.32
Periode 1, Kenari ,Organik (KMnO4),(mg/L),0.13,1.32
Periode 1, Kenari ,Suhu,(Celcius),22.3,1.32
Periode 1, Kenari ,Bakteri Koli,(Jlm/100mL),500,1.32
Periode 1, Kwitang ,Zat Padat Terlarut,(mg/L),258,0.62
Periode 1, Kwitang ,Kekeruhan,NTU,1.3,0.62
Periode 1, Kwitang ,Besi (Fe),(mg/L),0.08,0.62
Periode 1, Kwitang ,Fluorida,(mg/L),0.19,0.62
Periode 1, Kwitang ,Total Hardness,(mg/L),181.82,0.62
Periode 1, Kwitang ,Chlorida,(mg/L),34.91,0.62
Periode 1, Kwitang ,Mangan (Mn),(mg/L),0.05,0.62
Periode 1, Kwitang ,Nitrat,(mg/L),0.99,0.62
Periode 1, Kwitang ,Nitrit,(mg/L),0.028,0.62
Periode 1, Kwitang ,Ph,(mg/L),7.6,0.62
Periode 1, Kwitang ,Seng (Zn),(mg/L),0.01,0.62
Periode 1, Kwitang ,Sulfat,(mg/L),32.63,0.62
Periode 1, Kwitang ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.62
Periode 1, Kwitang ,Organik (KMnO4),(mg/L),0.13,0.62
Periode 1, Kwitang ,Suhu,(Celcius),22.5,0.62
Periode 1, Kwitang ,Bakteri Koli,(Jlm/100mL),1100,0.62
Periode 1, Paseban ,Zat Padat Terlarut,(mg/L),157,0.65
Periode 1, Paseban ,Kekeruhan,NTU,1.5,0.65
Periode 1, Paseban ,Besi (Fe),(mg/L),0.08,0.65
Periode 1, Paseban ,Fluorida,(mg/L),0.18,0.65
Periode 1, Paseban ,Total Hardness,(mg/L),136.36,0.65
Periode 1, Paseban ,Chlorida,(mg/L),18.72,0.65
Periode 1, Paseban ,Mangan (Mn),(mg/L),0.05,0.65
Periode 1, Paseban ,Nitrat,(mg/L),2.86,0.65
Periode 1, Paseban ,Nitrit,(mg/L),0.016,0.65
Periode 1, Paseban ,Ph,(mg/L),6.9,0.65
Periode 1, Paseban ,Seng (Zn),(mg/L),0.01,0.65
Periode 1, Paseban ,Sulfat,(mg/L),21.72,0.65
Periode 1, Paseban ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.65
Periode 1, Paseban ,Organik (KMnO4),(mg/L),0.13,0.65
Periode 1, Paseban ,Suhu,(Celcius),22.7,0.65
Periode 1, Paseban ,Bakteri Koli,(Jlm/100mL),1x104,0.65
Periode 1, Senen ,Zat Padat Terlarut,(mg/L),325,1.58
Periode 1, Senen ,Kekeruhan,NTU,1.3,1.58
Periode 1, Senen ,Besi (Fe),(mg/L),0.08,1.58
Periode 1, Senen ,Fluorida,(mg/L),0.38,1.58
Periode 1, Senen ,Total Hardness,(mg/L),218.18,1.58
Periode 1, Senen ,Chlorida,(mg/L),45.53,1.58
Periode 1, Senen ,Mangan (Mn),(mg/L),0.05,1.58
Periode 1, Senen ,Nitrat,(mg/L),2.36,1.58
Periode 1, Senen ,Nitrit,(mg/L),0.079,1.58
Periode 1, Senen ,Ph,(mg/L),8,1.58
Periode 1, Senen ,Seng (Zn),(mg/L),0.04,1.58
Periode 1, Senen ,Sulfat,(mg/L),39.82,1.58
Periode 1, Senen ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.58
Periode 1, Senen ,Organik (KMnO4),(mg/L),0.07,1.58
Periode 1, Senen ,Suhu,(Celcius),22.6,1.58
Periode 1, Senen ,Bakteri Koli,(Jlm/100mL),"2,9 x 108",1.58
Periode 1, Cempa Putih Besar ,Zat Padat Terlarut,(mg/L),434,2.40
Periode 1, Cempa Putih Besar ,Kekeruhan,NTU,0.4,2.40
Periode 1, Cempa Putih Besar ,Besi (Fe),(mg/L),0.08,2.40
Periode 1, Cempa Putih Besar ,Fluorida,(mg/L),0.25,2.40
Periode 1, Cempa Putih Besar ,Total Hardness,(mg/L),285.11,2.40
Periode 1, Cempa Putih Besar ,Chlorida,(mg/L),96.12,2.40
Periode 1, Cempa Putih Besar ,Mangan (Mn),(mg/L),0.09,2.40
Periode 1, Cempa Putih Besar ,Nitrat,(mg/L),0.2,2.40
Periode 1, Cempa Putih Besar ,Nitrit,(mg/L),0.004,2.40
Periode 1, Cempa Putih Besar ,Ph,(mg/L),8.4,2.40
Periode 1, Cempa Putih Besar ,Seng (Zn),(mg/L),0.06,2.40
Periode 1, Cempa Putih Besar ,Sulfat,(mg/L),27.04,2.40
Periode 1, Cempa Putih Besar ,Senyawa Aktif Biru Metilen,(mg/L),0.07,2.40
Periode 1, Cempa Putih Besar ,Organik (KMnO4),(mg/L),6.14,2.40
Periode 1, Cempa Putih Besar ,Suhu,(Celcius),22.8,2.40
Periode 1, Cempa Putih Besar ,Bakteri Koli,(Jlm/100mL),100,2.40
Periode 1, Cempaka Putih Timur ,Zat Padat Terlarut,(mg/L),158,1.35
Periode 1, Cempaka Putih Timur ,Kekeruhan,NTU,1,1.35
Periode 1, Cempaka Putih Timur ,Besi (Fe),(mg/L),0.14,1.35
Periode 1, Cempaka Putih Timur ,Fluorida,(mg/L),0.29,1.35
Periode 1, Cempaka Putih Timur ,Total Hardness,(mg/L),102.13,1.35
Periode 1, Cempaka Putih Timur ,Chlorida,(mg/L),16.19,1.35
Periode 1, Cempaka Putih Timur ,Mangan (Mn),(mg/L),0.21,1.35
Periode 1, Cempaka Putih Timur ,Nitrat,(mg/L),0.74,1.35
Periode 1, Cempaka Putih Timur ,Nitrit,(mg/L),0.005,1.35
Periode 1, Cempaka Putih Timur ,Ph,(mg/L),8.1,1.35
Periode 1, Cempaka Putih Timur ,Seng (Zn),(mg/L),0.05,1.35
Periode 1, Cempaka Putih Timur ,Sulfat,(mg/L),41.57,1.35
Periode 1, Cempaka Putih Timur ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.35
Periode 1, Cempaka Putih Timur ,Organik (KMnO4),(mg/L),1.72,1.35
Periode 1, Cempaka Putih Timur ,Suhu,(Celcius),23.1,1.35
Periode 1, Cempaka Putih Timur ,Bakteri Koli,(Jlm/100mL),"1,5 x 104",1.35
Periode 1, Rawasari ,Zat Padat Terlarut,(mg/L),410,2.25
Periode 1, Rawasari ,Kekeruhan,NTU,0.7,2.25
Periode 1, Rawasari ,Besi (Fe),(mg/L),0.08,2.25
Periode 1, Rawasari ,Fluorida,(mg/L),0.25,2.25
Periode 1, Rawasari ,Total Hardness,(mg/L),395.74,2.25
Periode 1, Rawasari ,Chlorida,(mg/L),32.38,2.25
Periode 1, Rawasari ,Mangan (Mn),(mg/L),0.24,2.25
Periode 1, Rawasari ,Nitrat,(mg/L),0,2.25
Periode 1, Rawasari ,Nitrit,(mg/L),0.003,2.25
Periode 1, Rawasari ,Ph,(mg/L),8.4,2.25
Periode 1, Rawasari ,Seng (Zn),(mg/L),0.02,2.25
Periode 1, Rawasari ,Sulfat,(mg/L),63.02,2.25
Periode 1, Rawasari ,Senyawa Aktif Biru Metilen,(mg/L),0.04,2.25
Periode 1, Rawasari ,Organik (KMnO4),(mg/L),0.99,2.25
Periode 1, Rawasari ,Suhu,(Celcius),23.1,2.25
Periode 1, Rawasari ,Bakteri Koli,(Jlm/100mL),"6,3 x 106",2.25
Periode 1, Cikini ,Zat Padat Terlarut,(mg/L),290,5.67
Periode 1, Cikini ,Kekeruhan,NTU,38.5,5.67
Periode 1, Cikini ,Besi (Fe),(mg/L),2.42,5.67
Periode 1, Cikini ,Fluorida,(mg/L),0.16,5.67
Periode 1, Cikini ,Total Hardness,(mg/L),227.27,5.67
Periode 1, Cikini ,Chlorida,(mg/L),37.44,5.67
Periode 1, Cikini ,Mangan (Mn),(mg/L),1.3,5.67
Periode 1, Cikini ,Nitrat,(mg/L),0.18,5.67
Periode 1, Cikini ,Nitrit,(mg/L),0.006,5.67
Periode 1, Cikini ,Ph,(mg/L),8.2,5.67
Periode 1, Cikini ,Seng (Zn),(mg/L),0.01,5.67
Periode 1, Cikini ,Sulfat,(mg/L),3.33,5.67
Periode 1, Cikini ,Senyawa Aktif Biru Metilen,(mg/L),0.03,5.67
Periode 1, Cikini ,Organik (KMnO4),(mg/L),0.35,5.67
Periode 1, Cikini ,Suhu,(Celcius),23.3,5.67
Periode 1, Cikini ,Bakteri Koli,(Jlm/100mL),0,5.67
Periode 1, Gondang Dia ,Zat Padat Terlarut,(mg/L),138,0.75
Periode 1, Gondang Dia ,Kekeruhan,NTU,2.9,0.75
Periode 1, Gondang Dia ,Besi (Fe),(mg/L),0.08,0.75
Periode 1, Gondang Dia ,Fluorida,(mg/L),0.12,0.75
Periode 1, Gondang Dia ,Total Hardness,(mg/L),90.91,0.75
Periode 1, Gondang Dia ,Chlorida,(mg/L),16.19,0.75
Periode 1, Gondang Dia ,Mangan (Mn),(mg/L),0.05,0.75
Periode 1, Gondang Dia ,Nitrat,(mg/L),1.38,0.75
Periode 1, Gondang Dia ,Nitrit,(mg/L),0.007,0.75
Periode 1, Gondang Dia ,Ph,(mg/L),8,0.75
Periode 1, Gondang Dia ,Seng (Zn),(mg/L),0.3,0.75
Periode 1, Gondang Dia ,Sulfat,(mg/L),55.42,0.75
Periode 1, Gondang Dia ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.75
Periode 1, Gondang Dia ,Organik (KMnO4),(mg/L),1.27,0.75
Periode 1, Gondang Dia ,Suhu,(Celcius),23.3,0.75
Periode 1, Gondang Dia ,Bakteri Koli,(Jlm/100mL),600,0.75
Periode 1, Kebon Sirih ,Zat Padat Terlarut,(mg/L),135,0.96
Periode 1, Kebon Sirih ,Kekeruhan,NTU,1.3,0.96
Periode 1, Kebon Sirih ,Besi (Fe),(mg/L),0.08,0.96
Periode 1, Kebon Sirih ,Fluorida,(mg/L),0.19,0.96
Periode 1, Kebon Sirih ,Total Hardness,(mg/L),100,0.96
Periode 1, Kebon Sirih ,Chlorida,(mg/L),15.68,0.96
Periode 1, Kebon Sirih ,Mangan (Mn),(mg/L),0.05,0.96
Periode 1, Kebon Sirih ,Nitrat,(mg/L),1.27,0.96
Periode 1, Kebon Sirih ,Nitrit,(mg/L),0.003,0.96
Periode 1, Kebon Sirih ,Ph,(mg/L),8.1,0.96
Periode 1, Kebon Sirih ,Seng (Zn),(mg/L),0.02,0.96
Periode 1, Kebon Sirih ,Sulfat,(mg/L),33.86,0.96
Periode 1, Kebon Sirih ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.96
Periode 1, Kebon Sirih ,Organik (KMnO4),(mg/L),3.26,0.96
Periode 1, Kebon Sirih ,Suhu,(Celcius),23.3,0.96
Periode 1, Kebon Sirih ,Bakteri Koli,(Jlm/100mL),6000,0.96
Periode 1, Pegangsaan ,Zat Padat Terlarut,(mg/L),188,1.18
Periode 1, Pegangsaan ,Kekeruhan,NTU,1.6,1.18
Periode 1, Pegangsaan ,Besi (Fe),(mg/L),0.08,1.18
Periode 1, Pegangsaan ,Fluorida,(mg/L),0.08,1.18
Periode 1, Pegangsaan ,Total Hardness,(mg/L),154.55,1.18
Periode 1, Pegangsaan ,Chlorida,(mg/L),41.49,1.18
Periode 1, Pegangsaan ,Mangan (Mn),(mg/L),0.05,1.18
Periode 1, Pegangsaan ,Nitrat,(mg/L),3.12,1.18
Periode 1, Pegangsaan ,Nitrit,(mg/L),0.003,1.18
Periode 1, Pegangsaan ,Ph,(mg/L),7.7,1.18
Periode 1, Pegangsaan ,Seng (Zn),(mg/L),0.08,1.18
Periode 1, Pegangsaan ,Sulfat,(mg/L),30.97,1.18
Periode 1, Pegangsaan ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.18
Periode 1, Pegangsaan ,Organik (KMnO4),(mg/L),0.75,1.18
Periode 1, Pegangsaan ,Suhu,(Celcius),23.3,1.18
Periode 1, Pegangsaan ,Bakteri Koli,(Jlm/100mL),"9,8 x 104",1.18
Periode 1, Menteng ,Zat Padat Terlarut,(mg/L),241,1.40
Periode 1, Menteng ,Kekeruhan,NTU,2.9,1.40
Periode 1, Menteng ,Besi (Fe),(mg/L),0.08,1.40
Periode 1, Menteng ,Fluorida,(mg/L),0.09,1.40
Periode 1, Menteng ,Total Hardness,(mg/L),236.36,1.40
Periode 1, Menteng ,Chlorida,(mg/L),26.41,1.40
Periode 1, Menteng ,Mangan (Mn),(mg/L),0.05,1.40
Periode 1, Menteng ,Nitrat,(mg/L),0.44,1.40
Periode 1, Menteng ,Nitrit,(mg/L),0.003,1.40
Periode 1, Menteng ,Ph,(mg/L),8,1.40
Periode 1, Menteng ,Seng (Zn),(mg/L),0.02,1.40
Periode 1, Menteng ,Sulfat,(mg/L),33.73,1.40
Periode 1, Menteng ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.40
Periode 1, Menteng ,Organik (KMnO4),(mg/L),1.3,1.40
Periode 1, Menteng ,Suhu,(Celcius),25,1.40
Periode 1, Menteng ,Bakteri Koli,(Jlm/100mL),2800,1.40
Periode 1, Bendungan Hilir ,Zat Padat Terlarut,(mg/L),155,1.12
Periode 1, Bendungan Hilir ,Kekeruhan,NTU,0.1,1.12
Periode 1, Bendungan Hilir ,Besi (Fe),(mg/L),0.08,1.12
Periode 1, Bendungan Hilir ,Fluorida,(mg/L),0.31,1.12
Periode 1, Bendungan Hilir ,Total Hardness,(mg/L),114.89,1.12
Periode 1, Bendungan Hilir ,Chlorida,(mg/L),15.68,1.12
Periode 1, Bendungan Hilir ,Mangan (Mn),(mg/L),0.05,1.12
Periode 1, Bendungan Hilir ,Nitrat,(mg/L),0.95,1.12
Periode 1, Bendungan Hilir ,Nitrit,(mg/L),0.003,1.12
Periode 1, Bendungan Hilir ,Ph,(mg/L),8,1.12
Periode 1, Bendungan Hilir ,Seng (Zn),(mg/L),0.06,1.12
Periode 1, Bendungan Hilir ,Sulfat,(mg/L),33.44,1.12
Periode 1, Bendungan Hilir ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.12
Periode 1, Bendungan Hilir ,Organik (KMnO4),(mg/L),2.29,1.12
Periode 1, Bendungan Hilir ,Suhu,(Celcius),22.2,1.12
Periode 1, Bendungan Hilir ,Bakteri Koli,(Jlm/100mL),0,1.12
Periode 1, Gelora ,Zat Padat Terlarut,(mg/L),245,1.55
Periode 1, Gelora ,Kekeruhan,NTU,0.01,1.55
Periode 1, Gelora ,Besi (Fe),(mg/L),0.08,1.55
Periode 1, Gelora ,Fluorida,(mg/L),0.18,1.55
Periode 1, Gelora ,Total Hardness,(mg/L),161.7,1.55
Periode 1, Gelora ,Chlorida,(mg/L),32.38,1.55
Periode 1, Gelora ,Mangan (Mn),(mg/L),0.05,1.55
Periode 1, Gelora ,Nitrat,(mg/L),3.03,1.55
Periode 1, Gelora ,Nitrit,(mg/L),0.099,1.55
Periode 1, Gelora ,Ph,(mg/L),7.8,1.55
Periode 1, Gelora ,Seng (Zn),(mg/L),0.02,1.55
Periode 1, Gelora ,Sulfat,(mg/L),29.57,1.55
Periode 1, Gelora ,Senyawa Aktif Biru Metilen,(mg/L),0.06,1.55
Periode 1, Gelora ,Organik (KMnO4),(mg/L),1.99,1.55
Periode 1, Gelora ,Suhu,(Celcius),22.3,1.55
Periode 1, Gelora ,Bakteri Koli,(Jlm/100mL),700,1.55
Periode 1, Kampung Bali ,Zat Padat Terlarut,(mg/L),320,1.02
Periode 1, Kampung Bali ,Kekeruhan,NTU,1.9,1.02
Periode 1, Kampung Bali ,Besi (Fe),(mg/L),0.1,1.02
Periode 1, Kampung Bali ,Fluorida,(mg/L),0.45,1.02
Periode 1, Kampung Bali ,Total Hardness,(mg/L),200,1.02
Periode 1, Kampung Bali ,Chlorida,(mg/L),49.07,1.02
Periode 1, Kampung Bali ,Mangan (Mn),(mg/L),0.08,1.02
Periode 1, Kampung Bali ,Nitrat,(mg/L),0.79,1.02
Periode 1, Kampung Bali ,Nitrit,(mg/L),0.009,1.02
Periode 1, Kampung Bali ,Ph,(mg/L),8,1.02
Periode 1, Kampung Bali ,Seng (Zn),(mg/L),0.02,1.02
Periode 1, Kampung Bali ,Sulfat,(mg/L),35.54,1.02
Periode 1, Kampung Bali ,Senyawa Aktif Biru Metilen,(mg/L),0.12,1.02
Periode 1, Kampung Bali ,Organik (KMnO4),(mg/L),1.48,1.02
Periode 1, Kampung Bali ,Suhu,(Celcius),22.3,1.02
Periode 1, Kampung Bali ,Bakteri Koli,(Jlm/100mL),"5,8 x 103",1.02
Periode 1, Karet Tengsin ,Zat Padat Terlarut,(mg/L),240,1.21
Periode 1, Karet Tengsin ,Kekeruhan,NTU,0.01,1.21
Periode 1, Karet Tengsin ,Besi (Fe),(mg/L),0.08,1.21
Periode 1, Karet Tengsin ,Fluorida,(mg/L),0.19,1.21
Periode 1, Karet Tengsin ,Total Hardness,(mg/L),174.47,1.21
Periode 1, Karet Tengsin ,Chlorida,(mg/L),37.94,1.21
Periode 1, Karet Tengsin ,Mangan (Mn),(mg/L),0.05,1.21
Periode 1, Karet Tengsin ,Nitrat,(mg/L),2.54,1.21
Periode 1, Karet Tengsin ,Nitrit,(mg/L),0.006,1.21
Periode 1, Karet Tengsin ,Ph,(mg/L),7.8,1.21
Periode 1, Karet Tengsin ,Seng (Zn),(mg/L),0.04,1.21
Periode 1, Karet Tengsin ,Sulfat,(mg/L),49.54,1.21
Periode 1, Karet Tengsin ,Senyawa Aktif Biru Metilen,(mg/L),0.07,1.21
Periode 1, Karet Tengsin ,Organik (KMnO4),(mg/L),0.22,1.21
Periode 1, Karet Tengsin ,Suhu,(Celcius),22.6,1.21
Periode 1, Karet Tengsin ,Bakteri Koli,(Jlm/100mL),0,1.21
Periode 1, Kebon kacang ,Zat Padat Terlarut,(mg/L),320,3.64
Periode 1, Kebon kacang ,Kekeruhan,NTU,21.5,3.64
Periode 1, Kebon kacang ,Besi (Fe),(mg/L),0.08,3.64
Periode 1, Kebon kacang ,Fluorida,(mg/L),0.22,3.64
Periode 1, Kebon kacang ,Total Hardness,(mg/L),238.3,3.64
Periode 1, Kebon kacang ,Chlorida,(mg/L),43.51,3.64
Periode 1, Kebon kacang ,Mangan (Mn),(mg/L),1.19,3.64
Periode 1, Kebon kacang ,Nitrat,(mg/L),2.94,3.64
Periode 1, Kebon kacang ,Nitrit,(mg/L),0.013,3.64
Periode 1, Kebon kacang ,Ph,(mg/L),8.3,3.64
Periode 1, Kebon kacang ,Seng (Zn),(mg/L),0.02,3.64
Periode 1, Kebon kacang ,Sulfat,(mg/L),68.11,3.64
Periode 1, Kebon kacang ,Senyawa Aktif Biru Metilen,(mg/L),0.07,3.64
Periode 1, Kebon kacang ,Organik (KMnO4),(mg/L),0.16,3.64
Periode 1, Kebon kacang ,Suhu,(Celcius),22.4,3.64
Periode 1, Kebon kacang ,Bakteri Koli,(Jlm/100mL),"6,8 x 103",3.64
Periode 1, Kebon Melati ,Zat Padat Terlarut,(mg/L),292,2.31
Periode 1, Kebon Melati ,Kekeruhan,NTU,0.2,2.31
Periode 1, Kebon Melati ,Besi (Fe),(mg/L),0.4,2.31
Periode 1, Kebon Melati ,Fluorida,(mg/L),0.22,2.31
Periode 1, Kebon Melati ,Total Hardness,(mg/L),225.53,2.31
Periode 1, Kebon Melati ,Chlorida,(mg/L),41.99,2.31
Periode 1, Kebon Melati ,Mangan (Mn),(mg/L),0.62,2.31
Periode 1, Kebon Melati ,Nitrat,(mg/L),0.72,2.31
Periode 1, Kebon Melati ,Nitrit,(mg/L),0.022,2.31
Periode 1, Kebon Melati ,Ph,(mg/L),8.1,2.31
Periode 1, Kebon Melati ,Seng (Zn),(mg/L),0.04,2.31
Periode 1, Kebon Melati ,Sulfat,(mg/L),43.05,2.31
Periode 1, Kebon Melati ,Senyawa Aktif Biru Metilen,(mg/L),0.11,2.31
Periode 1, Kebon Melati ,Organik (KMnO4),(mg/L),0.58,2.31
Periode 1, Kebon Melati ,Suhu,(Celcius),22.6,2.31
Periode 1, Kebon Melati ,Bakteri Koli,(Jlm/100mL),0,2.31
Periode 1, Petamburan ,Zat Padat Terlarut,(mg/L),14.7,4.02
Periode 1, Petamburan ,Kekeruhan,NTU,75.9,4.02
Periode 1, Petamburan ,Besi (Fe),(mg/L),0.86,4.02
Periode 1, Petamburan ,Fluorida,(mg/L),0.22,4.02
Periode 1, Petamburan ,Total Hardness,(mg/L),336.17,4.02
Periode 1, Petamburan ,Chlorida,(mg/L),60.71,4.02
Periode 1, Petamburan ,Mangan (Mn),(mg/L),0.47,4.02
Periode 1, Petamburan ,Nitrat,(mg/L),0.14,4.02
Periode 1, Petamburan ,Nitrit,(mg/L),0.02,4.02
